Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cliente,Chrome 77.0.3865.120,,,2019-10-31 14:02:50,2019-10-31 14:03:04,"13,229s",INCOMPLETE
,,,,,,,
Test Cases/Clientes/ConsultaCliente,Chrome 77.0.3865.120,,,2019-10-31 14:02:51,2019-10-31 14:03:04,"12,815s",FAILED
"runFeatureFile(""Include/features/Clientes/ConsultarCliente.feature"")",Chrome 77.0.3865.120,,,2019-10-31 14:02:51,2019-10-31 14:03:04,"12,440s",FAILED
